ID;Block;Duration;Aligned;Target;Event;Time
s04;2;120;1;1;0;58182
s04;2;120;1;0;0;58207
s04;2;120;1;1;1;58548
s04;2;120;1;0;1;58559
s04;2;120;1;2;1;58595
s04;2;120;1;2;0;63136
s04;2;120;1;1;0;63159
s04;2;120;1;2;1;63512
s04;2;120;1;1;1;63524
s04;2;120;1;2;0;68994
s04;2;120;1;1;0;69017
s04;2;120;1;0;0;69029
s04;2;120;1;2;1;69535
s04;2;120;1;1;1;69548
s04;2;120;1;0;1;69559
s04;2;120;1;2;0;74076
s04;2;120;1;1;0;74100
s04;2;120;1;0;0;74124
s04;2;120;1;0;1;74500
s04;2;120;1;2;1;74547
s04;2;120;1;1;1;74558
s04;2;120;1;2;0;78523
s04;2;120;1;1;0;78547
s04;2;120;1;0;0;78558
s04;2;120;1;2;1;78935
s04;2;120;1;1;1;78947
s04;2;120;1;0;1;78959
s04;2;120;1;1;0;84346
s04;2;120;1;0;0;84358
s04;2;120;1;1;1;84652
s04;2;120;1;0;1;84664
s04;2;120;1;2;0;90723
s04;2;120;1;0;0;90749
s04;2;120;1;2;1;91064
s04;2;120;1;0;1;91078
s04;2;120;1;2;0;95158
s04;2;120;1;1;0;95181
s04;2;120;1;0;0;95205
s04;2;120;1;2;1;95594
s04;2;120;1;1;1;95605
s04;2;120;1;0;1;95617
s04;2;120;1;1;0;100993
s04;2;120;1;0;0;101016
s04;2;120;1;2;0;101052
s04;2;120;1;0;1;101346
s04;2;120;1;2;1;101382
s04;2;120;1;1;1;101393
s04;2;120;1;2;0;104804
s04;2;120;1;0;0;104816
